#omega  DOS(omega)
654.306   0.0961463
654.316   0.0956091
654.326   0.0950824
654.336   0.094566
654.346   0.0940598
654.356   0.0935635
654.366   0.0930771
654.376   0.0926002
654.386   0.0921329
654.396   0.0916748
654.406   0.0912258
654.416   0.0907859
654.426   0.0903547
654.436   0.0899323
654.446   0.0895184
654.456   0.089113
654.466   0.0887158
654.476   0.0883268
654.486   0.0879457
654.496   0.0875726
654.506   0.0872073
654.516   0.0868496
654.526   0.0864994
654.536   0.0861567
654.546   0.0858212
654.556   0.085493
654.566   0.0851719
654.576   0.0848578
654.586   0.0845506
654.596   0.0842502
654.606   0.0839564
654.616   0.0836693
654.626   0.0833888
654.636   0.0831146
654.646   0.0828468
654.656   0.0825853
654.666   0.0823299
654.676   0.0820806
654.686   0.0818374
654.696   0.0816001
654.706   0.0813686
654.716   0.081143
654.726   0.0809231
654.736   0.0807088
654.746   0.0805002
654.756   0.080297
654.766   0.0800993
654.776   0.0799071
654.786   0.0797201
654.796   0.0795384
654.806   0.0793619
654.816   0.0791906
654.826   0.0790244
654.836   0.0788633
654.846   0.0787071
654.856   0.0785559
654.866   0.0784096
654.876   0.0782681
654.886   0.0781315
654.896   0.0779995
654.906   0.0778723
654.916   0.0777498
654.926   0.0776319
654.936   0.0775185
654.946   0.0774097
654.956   0.0773054
654.966   0.0772056
654.976   0.0771102
654.986   0.0770192
654.996   0.0769325
655.006   0.0768501
655.016   0.0767721
655.026   0.0766983
655.036   0.0766287
655.046   0.0765633
655.056   0.0765021
655.066   0.076445
655.076   0.076392
655.086   0.0763431
655.096   0.0762982
655.106   0.0762574
655.116   0.0762206
655.126   0.0761878
655.136   0.0761589
655.146   0.076134
655.156   0.0761129
655.166   0.0760958
655.176   0.0760826
655.186   0.0760732
655.196   0.0760677
655.206   0.0760659
655.216   0.076068
655.226   0.0760739
655.236   0.0760836
655.246   0.076097
655.256   0.0761141
655.266   0.076135
655.276   0.0761597
655.286   0.076188
655.296   0.07622
655.306   0.0762558
655.316   0.0762952
655.326   0.0763383
655.336   0.076385
655.346   0.0764354
655.356   0.0764895
655.366   0.0765471
655.376   0.0766085
655.386   0.0766734
655.396   0.076742
655.406   0.0768142
655.416   0.0768901
655.426   0.0769695
655.436   0.0770526
655.446   0.0771393
655.456   0.0772296
655.466   0.0773235
655.476   0.077421
655.486   0.0775221
655.496   0.0776269
655.506   0.0777352
655.516   0.0778472
655.526   0.0779628
655.536   0.0780821
655.546   0.0782049
655.556   0.0783314
655.566   0.0784616
655.576   0.0785954
655.586   0.0787328
655.596   0.0788739
655.606   0.0790187
655.616   0.0791672
655.626   0.0793193
655.636   0.0794752
655.646   0.0796347
655.656   0.079798
655.666   0.079965
655.676   0.0801357
655.686   0.0803102
655.696   0.0804885
655.706   0.0806705
655.716   0.0808563
655.726   0.081046
655.736   0.0812394
655.746   0.0814367
655.756   0.0816379
655.766   0.0818429
655.776   0.0820519
655.786   0.0822647
655.796   0.0824815
655.806   0.0827022
655.816   0.0829269
655.826   0.0831556
655.836   0.0833883
655.846   0.083625
655.856   0.0838658
655.866   0.0841107
655.876   0.0843597
655.886   0.0846128
655.896   0.0848701
655.906   0.0851316
655.916   0.0853972
655.926   0.0856671
655.936   0.0859413
655.946   0.0862198
655.956   0.0865026
655.966   0.0867898
655.976   0.0870813
655.986   0.0873773
655.996   0.0876777
656.006   0.0879826
656.016   0.0882921
656.026   0.088606
656.036   0.0889246
656.046   0.0892478
656.056   0.0895757
656.066   0.0899083
656.076   0.0902456
656.086   0.0905877
656.096   0.0909347
656.106   0.0912865
656.116   0.0916432
656.126   0.0920048
656.136   0.0923715
656.146   0.0927432
656.156   0.09312
656.166   0.0935019
656.176   0.093889
656.186   0.0942814
656.196   0.094679
656.206   0.095082
656.216   0.0954903
656.226   0.0959041
656.236   0.0963234
656.246   0.0967483
656.256   0.0971787
656.266   0.0976148
656.276   0.0980566
656.286   0.0985043
656.296   0.0989577
656.306   0.0994171
656.316   0.0998824
656.326   0.100354
656.336   0.100831
656.346   0.101315
656.356   0.101805
656.366   0.102301
656.376   0.102803
656.386   0.103312
656.396   0.103828
656.406   0.10435
656.416   0.104879
656.426   0.105414
656.436   0.105957
656.446   0.106506
656.456   0.107062
656.466   0.107626
656.476   0.108196
656.486   0.108774
656.496   0.109359
656.506   0.109951
656.516   0.110551
656.526   0.111159
656.536   0.111775
656.546   0.112398
656.556   0.113029
656.566   0.113668
656.576   0.114315
656.586   0.114971
656.596   0.115634
656.606   0.116307
656.616   0.116988
656.626   0.117677
656.636   0.118375
656.646   0.119082
656.656   0.119799
656.666   0.120524
656.676   0.121259
656.686   0.122003
656.696   0.122756
656.706   0.123519
656.716   0.124292
656.726   0.125075
656.736   0.125868
656.746   0.126672
656.756   0.127485
656.766   0.128309
656.776   0.129144
656.786   0.12999
656.796   0.130847
656.806   0.131714
656.816   0.132594
656.826   0.133484
656.836   0.134386
656.846   0.135301
656.856   0.136227
656.866   0.137165
656.876   0.138116
656.886   0.139079
656.896   0.140055
656.906   0.141045
656.916   0.142047
656.926   0.143063
656.936   0.144092
656.946   0.145135
656.956   0.146192
656.966   0.147264
656.976   0.148349
656.986   0.14945
656.996   0.150566
657.006   0.151697
657.016   0.152843
657.026   0.154005
657.036   0.155183
657.046   0.156377
657.056   0.157588
657.066   0.158816
657.076   0.16006
657.086   0.161323
657.096   0.162602
657.106   0.1639
657.116   0.165216
657.126   0.166551
657.136   0.167905
657.146   0.169278
657.156   0.17067
657.166   0.172083
657.176   0.173516
657.186   0.17497
657.196   0.176444
657.206   0.177941
657.216   0.179459
657.226   0.180999
657.236   0.182562
657.246   0.184148
657.256   0.185758
657.266   0.187391
657.276   0.189049
657.286   0.190732
657.296   0.19244
657.306   0.194174
657.316   0.195935
657.326   0.197722
657.336   0.199537
657.346   0.201379
657.356   0.20325
657.366   0.20515
657.376   0.20708
657.386   0.209039
657.396   0.21103
657.406   0.213052
657.416   0.215106
657.426   0.217192
657.436   0.219312
657.446   0.221467
657.456   0.223655
657.466   0.22588
657.476   0.22814
657.486   0.230438
657.496   0.232773
657.506   0.235147
657.516   0.237561
657.526   0.240014
657.536   0.242509
657.546   0.245046
657.556   0.247625
657.566   0.250249
657.576   0.252917
657.586   0.255632
657.596   0.258393
657.606   0.261202
657.616   0.26406
657.626   0.266969
657.636   0.269929
657.646   0.272941
657.656   0.276007
657.666   0.279127
657.676   0.282305
657.686   0.285539
657.696   0.288833
657.706   0.292187
657.716   0.295603
657.726   0.299082
657.736   0.302626
657.746   0.306236
657.756   0.309915
657.766   0.313663
657.776   0.317482
657.786   0.321375
657.796   0.325344
657.806   0.329389
657.816   0.333513
657.826   0.337718
657.836   0.342006
657.846   0.34638
657.856   0.350841
657.866   0.355392
657.876   0.360036
657.886   0.364774
657.896   0.369609
657.906   0.374544
657.916   0.379582
657.926   0.384725
657.936   0.389977
657.946   0.39534
657.956   0.400818
657.966   0.406413
657.976   0.412129
657.986   0.41797
657.996   0.423939
658.006   0.43004
658.016   0.436276
658.026   0.442653
658.036   0.449173
658.046   0.455841
658.056   0.462662
658.066   0.46964
658.076   0.476779
658.086   0.484086
658.096   0.491566
658.106   0.499222
658.116   0.507062
658.126   0.515091
658.136   0.523314
658.146   0.531739
658.156   0.540371
658.166   0.549218
658.176   0.558287
658.186   0.567584
658.196   0.577119
658.206   0.586897
658.216   0.596929
658.226   0.607222
658.236   0.617785
658.246   0.628629
658.256   0.639762
658.266   0.651196
658.276   0.66294
658.286   0.675006
658.296   0.687406
658.306   0.700152
658.316   0.713257
658.326   0.726733
658.336   0.740596
658.346   0.754859
658.356   0.769538
658.366   0.784649
658.376   0.800209
658.386   0.816236
658.396   0.832747
658.406   0.849763
658.416   0.867304
658.426   0.885391
658.436   0.904046
658.446   0.923294
658.456   0.943159
658.466   0.963667
658.476   0.984846
658.486   1.00672
658.496   1.02933
658.506   1.0527
658.516   1.07687
658.526   1.10187
658.536   1.12774
658.546   1.15452
658.556   1.18225
658.566   1.21097
658.576   1.24074
658.586   1.27161
658.596   1.30361
658.606   1.33682
658.616   1.37129
658.626   1.40708
658.636   1.44427
658.646   1.48291
658.656   1.52309
658.666   1.56488
658.676   1.60838
658.686   1.65366
658.696   1.70083
658.706   1.74998
658.716   1.80124
658.726   1.85471
658.736   1.91051
658.746   1.96878
658.756   2.02967
658.766   2.09331
658.776   2.15988
658.786   2.22955
658.796   2.30249
658.806   2.37891
658.816   2.45902
658.826   2.54305
658.836   2.63124
658.846   2.72385
658.856   2.82116
658.866   2.92347
658.876   3.03111
658.886   3.14441
658.896   3.26376
658.906   3.38955
658.916   3.52221
658.926   3.6622
658.936   3.81001
658.946   3.96616
658.956   4.13124
658.966   4.30583
658.976   4.49058
658.986   4.68619
658.996   4.89339
659.006   5.11294
659.016   5.34568
659.026   5.59247
659.036   5.85422
659.046   6.13185
659.056   6.42636
659.066   6.73874
659.076   7.06998
659.086   7.42108
659.096   7.793
659.106   8.18665
659.116   8.60283
659.126   9.0422
659.136   9.50522
659.146   9.99207
659.156   10.5026
659.166   11.0362
659.176   11.5917
659.186   12.1673
659.196   12.7604
659.206   13.3674
659.216   13.9837
659.226   14.6035
659.236   15.2201
659.246   15.8253
659.256   16.4098
659.266   16.9637
659.276   17.4759
659.286   17.9355
659.296   18.3316
659.306   18.6541
659.316   18.8943
659.326   19.0455
659.336   19.1031
659.346   19.0654
659.356   18.9337
659.366   18.7118
659.376   18.4059
659.386   18.0245
659.396   17.5774
659.406   17.0753
659.416   16.5293
659.426   15.9503
659.436   15.3486
659.446   14.7337
659.456   14.1139
659.466   13.4963
659.476   12.8869
659.486   12.2906
659.496   11.711
659.506   11.151
659.516   10.6127
659.526   10.0972
659.536   9.60526
659.546   9.1372
659.556   8.69284
659.566   8.27179
659.576   7.87343
659.586   7.49697
659.596   7.14153
659.606   6.80615
659.616   6.48986
659.626   6.19164
659.636   5.91049
659.646   5.64545
659.656   5.39555
659.666   5.15989
659.676   4.9376
659.686   4.72783
659.696   4.52981
659.706   4.3428
659.716   4.16609
659.726   3.99903
659.736   3.84102
659.746   3.69146
659.756   3.54984
659.766   3.41564
659.776   3.28841
659.786   3.16771
659.796   3.05313
659.806   2.9443
659.816   2.84086
659.826   2.74249
659.836   2.64888
659.846   2.55976
659.856   2.47484
659.866   2.39389
659.876   2.31668
659.886   2.24299
659.896   2.17262
659.906   2.10538
659.916   2.04111
659.926   1.97962
659.936   1.92078
659.946   1.86443
659.956   1.81045
659.966   1.75871
659.976   1.70909
659.986   1.66148
659.996   1.61578
660.006   1.57188
660.016   1.5297
660.026   1.48916
660.036   1.45017
660.046   1.41265
660.056   1.37654
660.066   1.34177
660.076   1.30827
660.086   1.27598
660.096   1.24485
660.106   1.21482
660.116   1.18585
660.126   1.15788
660.136   1.13087
660.146   1.10478
660.156   1.07957
660.166   1.0552
660.176   1.03163
660.186   1.00883
660.196   0.986768
660.206   0.965411
660.216   0.944731
660.226   0.9247
660.236   0.905292
660.246   0.886481
660.256   0.868243
660.266   0.850556
660.276   0.833398
660.286   0.816749
660.296   0.800588
660.306   0.784898
660.316   0.76966
660.326   0.754858
660.336   0.740475
660.346   0.726496
660.356   0.712905
660.366   0.69969
660.376   0.686836
660.386   0.67433
660.396   0.66216
660.406   0.650315
660.416   0.638783
660.426   0.627553
660.436   0.616615
660.446   0.605958
660.456   0.595574
660.466   0.585454
660.476   0.575588
660.486   0.565968
660.496   0.556587
660.506   0.547435
660.516   0.538507
660.526   0.529795
660.536   0.521291
660.546   0.512991
660.556   0.504886
660.566   0.496971
660.576   0.489241
660.586   0.481689
660.596   0.47431
660.606   0.467099
660.616   0.460051
660.626   0.453162
660.636   0.446425
660.646   0.439838
660.656   0.433395
660.666   0.427093
660.676   0.420927
660.686   0.414893
660.696   0.408989
660.706   0.403209
660.716   0.397552
660.726   0.392012
660.736   0.386588
660.746   0.381275
660.756   0.376071
660.766   0.370974
660.776   0.365979
660.786   0.361085
660.796   0.356288
660.806   0.351587
660.816   0.346978
660.826   0.342459
660.836   0.338028
660.846   0.333683
660.856   0.329421
660.866   0.325241
660.876   0.32114
660.886   0.317116
660.896   0.313168
660.906   0.309293
660.916   0.30549
660.926   0.301757
660.936   0.298092
660.946   0.294494
660.956   0.29096
660.966   0.287491
660.976   0.284083
660.986   0.280736
660.996   0.277447
661.006   0.274217
661.016   0.271043
661.026   0.267924
661.036   0.264858
661.046   0.261846
661.056   0.258884
661.066   0.255973
661.076   0.253111
661.086   0.250297
661.096   0.24753
661.106   0.244809
661.116   0.242133
661.126   0.2395
661.136   0.236911
661.146   0.234364
661.156   0.231857
661.166   0.229392
661.176   0.226965
661.186   0.224577
661.196   0.222227
661.206   0.219914
661.216   0.217636
661.226   0.215395
661.236   0.213188
661.246   0.211015
661.256   0.208875
661.266   0.206769
661.276   0.204694
661.286   0.20265
661.296   0.200637
661.306   0.198654
661.316   0.196701
661.326   0.194776
661.336   0.19288
661.346   0.191012
661.356   0.189171
661.366   0.187357
661.376   0.185568
661.386   0.183806
661.396   0.182069
661.406   0.180356
661.416   0.178668
661.426   0.177004
661.436   0.175363
661.446   0.173745
661.456   0.17215
661.466   0.170576
661.476   0.169024
661.486   0.167494
661.496   0.165984
661.506   0.164495
661.516   0.163027
661.526   0.161578
661.536   0.160148
661.546   0.158738
661.556   0.157346
661.566   0.155972
661.576   0.154617
661.586   0.15328
661.596   0.15196
661.606   0.150657
661.616   0.149371
661.626   0.148102
661.636   0.146849
661.646   0.145612
661.656   0.144391
661.666   0.143185
661.676   0.141994
661.686   0.140819
661.696   0.139658
661.706   0.138512
661.716   0.137379
661.726   0.136261
661.736   0.135157
661.746   0.134066
661.756   0.132989
661.766   0.131924
661.776   0.130873
661.786   0.129834
661.796   0.128808
661.806   0.127794
661.816   0.126792
661.826   0.125802
661.836   0.124823
661.846   0.123856
661.856   0.122901
661.866   0.121957
661.876   0.121023
661.886   0.120101
661.896   0.119189
661.906   0.118288
661.916   0.117397
661.926   0.116516
661.936   0.115645
661.946   0.114784
661.956   0.113933
661.966   0.113091
661.976   0.112259
661.986   0.111436
661.996   0.110622
662.006   0.109818
662.016   0.109022
662.026   0.108235
662.036   0.107456
662.046   0.106686
662.056   0.105924
662.066   0.105171
662.076   0.104426
662.086   0.103689
662.096   0.102959
662.106   0.102238
662.116   0.101524
662.126   0.100818
662.136   0.100119
662.146   0.0994276
662.156   0.0987434
662.166   0.0980664
662.176   0.0973964
662.186   0.0967334
662.196   0.0960773
662.206   0.0954279
662.216   0.0947852
662.226   0.0941491
662.236   0.0935194
662.246   0.0928962
662.256   0.0922793
662.266   0.0916686
662.276   0.0910641
662.286   0.0904656
662.296   0.0898732
662.306   0.0892866
662.316   0.0887059
662.326   0.0881309
662.336   0.0875616
662.346   0.0869978
662.356   0.0864396
662.366   0.0858869
662.376   0.0853395
662.386   0.0847975
662.396   0.0842607
662.406   0.0837291
662.416   0.0832026
662.426   0.0826811
662.436   0.0821646
662.446   0.081653
662.456   0.0811463
662.466   0.0806444
662.476   0.0801472
662.486   0.0796547
662.496   0.0791668
662.506   0.0786834
662.516   0.0782046
662.526   0.0777302
662.536   0.0772602
662.546   0.0767945
662.556   0.0763331
662.566   0.0758759
662.576   0.0754229
662.586   0.0749741
662.596   0.0745293
662.606   0.0740885
662.616   0.0736517
662.626   0.0732189
662.636   0.0727899
662.646   0.0723648
662.656   0.0719434
662.666   0.0715258
662.676   0.0711119
662.686   0.0707017
662.696   0.0702951
662.706   0.069892
662.716   0.0694925
662.726   0.0690965
662.736   0.0687039
662.746   0.0683147
662.756   0.0679289
662.766   0.0675464
662.776   0.0671672
662.786   0.0667913
662.796   0.0664186
662.806   0.0660491
662.816   0.0656827
662.826   0.0653194
662.836   0.0649592
662.846   0.064602
